Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
How's Thursday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your day	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's the day been treating you?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Sunday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Sunday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Sunday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Saturday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Saturday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Saturday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Saturday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Monday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Thursday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
It's a pleasure to finally meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Charmed	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Enchante	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
How do you do?	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Glad to have met	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Pleased to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Glad to make your acquaintance	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Nice to meet	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It's a pleasure to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
A pleasure to know you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
So rad to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
So nice to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
So glad to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Pleased to make your acquaintance	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Nice to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Lovely to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
I've been so excited to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
I've been looking forward to meeting you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It's really nice to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It's nice to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Great to have met	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It's a pleasure to make your acquaintance	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Great to have met you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It was an honor to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It was an honor to make your acquaintance	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It is a pleasure to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
I'm so pleased to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
I'm so glad to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
I'm pleased to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
I couldn't be happier to finally meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
How nice to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
How nice to make your acquaintance	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Couldn't be happier to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It's a pleasure to have met	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It's a pleasure to meet you bot	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It's a real pleasure to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It's truly a delight to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
I've been pumped to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Just lovely to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Wow it's great to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Glad to know you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Glad to have met you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Glad to meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Glad to meet	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Great to meet	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It's a pleasure to have met you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
So glad to finally meet you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It's a pleasure to meet	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
A pleasure to make your acquaintance	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
A pleasure to have met	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
A pleasure to meet	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Nice to know you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Nice to make your acquaintance	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Nice to have met you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Nice to have met	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Great to know you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Great to make your acquaintance	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
It's a pleasure to know you	Nice to meet you too!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	88	
Hey R2-D2	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Google	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings Wall-E	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Alexa	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings Samantha	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Siri	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey Bixby	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello C-3PO	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hi there Cortana	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings Gerty	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello R2-D2	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey Bishop	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Ava	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Bishop	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Bixby	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Cortana	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Data	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Gerty	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello HAL	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings Robby	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Robby	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Samantha	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello there Alexa	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello there Cortana	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello there Google	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello there Siri	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hello Wall-E	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey Alexa	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Aloha Alexa	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Good Afternoon Wall-E	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Aloha Cortana	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Aloha Google	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Aloha Siri	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Good Afternoon Ava	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Good Afternoon Bishop	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Good Afternoon C-3PO	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Good Afternoon Data	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Good Afternoon Gerty	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Good Afternoon HAL	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Good Afternoon R2-D2	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings Siri	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Good Afternoon Samantha	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings Alexa	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings Ava	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings Bishop	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings C-3PO	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings Cortana	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings Data	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings Google	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings HAL	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Greetings R2-D2	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Good Afternoon Robby	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Sup Cortana	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey Ava	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hi there Bixby	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hi there Google	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hi there Siri	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hi Wall-E	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Oh hello Bixby	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Oh hello Cortana	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Oh hello Google	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Oh hello Siri	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hi Siri	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Sup Alexa	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hi Samantha	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Sup Google	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Sup Siri	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Why hello Alexa	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Why Hello Bixby	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Why hello Cortana	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Why hello Google	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Why hello Siri	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Yo Alexa	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Yo Cortana	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Yo Google	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
OK Google	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hi Ava	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey C-3PO	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey Cortana	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey Data	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey Gerty	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey HAL	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey Robby	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey Samantha	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey Siri	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hey Wall-E	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hi there Alexa	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hi Alexa	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Yo Siri	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
Hi Bishop	That's not me, but hello nonetheless!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	89	
